beta(v/c),gamma,dt_prime
9.600000000000002e-05,1.000000004608,1.000000004608
9.728000000000002e-05,1.0000000047316993,1.0000000047316993
9.856000000000002e-05,1.0000000048570368,1.0000000048570368
9.984e-05,1.000000004984013,1.000000004984013
0.00010112000000000001,1.0000000051126272,1.0000000051126272
0.00010240000000000001,1.0000000052428801,1.0000000052428801
0.00010368000000000001,1.0000000053747713,1.0000000053747713
0.00010496000000000001,1.000000005508301,1.000000005508301
0.00010624000000000001,1.0000000056434688,1.0000000056434688
0.00010752000000000001,1.0000000057802754,1.0000000057802754
0.00010880000000000002,1.0000000059187202,1.0000000059187202
0.00011008000000000003,1.0000000060588032,1.0000000060588032
0.00011136000000000002,1.000000006200525,1.000000006200525
0.00011264000000000002,1.000000006343885,1.000000006343885
0.00011392000000000002,1.0000000064888832,1.0000000064888832
0.00011520000000000002,1.0000000066355201,1.0000000066355201
0.00011648000000000002,1.0000000067837953,1.0000000067837953
0.00011776000000000002,1.000000006933709,1.000000006933709
0.00011904000000000003,1.0000000070852608,1.0000000070852608
0.00012032000000000003,1.0000000072384514,1.0000000072384514
0.00012160000000000003,1.00000000739328,1.00000000739328
0.00012288000000000002,1.0000000075497473,1.0000000075497473
0.00012416000000000003,1.0000000077078528,1.0000000077078528
0.00012544000000000002,1.0000000078675968,1.0000000078675968
0.00012672000000000003,1.0000000080289793,1.0000000080289793
0.00012800000000000002,1.0000000081920002,1.0000000081920002
0.00012928000000000004,1.0000000083566594,1.0000000083566594
0.00013056000000000002,1.0000000085229568,1.0000000085229568
0.00013184,1.000000008690893,1.000000008690893
0.00013312000000000003,1.0000000088604672,1.0000000088604672
0.00013440000000000001,1.00000000903168,1.00000000903168
0.00013568000000000003,1.0000000092045314,1.0000000092045314
0.00013696000000000002,1.000000009379021,1.000000009379021
0.00013824000000000003,1.000000009555149,1.000000009555149
0.00013952000000000002,1.0000000097329154,1.0000000097329154
0.00014080000000000003,1.00000000991232,1.00000000991232
0.00014208000000000002,1.0000000100933633,1.0000000100933633
0.00014336000000000004,1.000000010276045,1.000000010276045
0.00014464000000000002,1.0000000104603648,1.0000000104603648
0.00014592,1.0000000106463234,1.0000000106463234
0.00014720000000000003,1.0000000108339202,1.0000000108339202
0.00014848000000000001,1.0000000110231555,1.0000000110231555
0.00014976000000000003,1.000000011214029,1.000000011214029
0.00015104000000000002,1.000000011406541,1.000000011406541
0.00015232000000000003,1.0000000116006915,1.0000000116006915
0.00015360000000000002,1.0000000117964802,1.0000000117964802
0.00015488000000000004,1.0000000119939074,1.0000000119939074
0.00015616000000000002,1.000000012192973,1.000000012192973
0.00015744000000000004,1.000000012393677,1.000000012393677
0.00015872000000000003,1.0000000125960196,1.0000000125960196
0.00016,1.0000000128000002,1.0000000128000002
0.00016128000000000003,1.0000000130056195,1.0000000130056195
0.00016256000000000002,1.000000013212877,1.000000013212877
0.00016384000000000003,1.000000013421773,1.000000013421773
0.00016512000000000002,1.0000000136323075,1.0000000136323075
0.00016640000000000003,1.0000000138444802,1.0000000138444802
0.00016768000000000002,1.0000000140582914,1.0000000140582914
0.00016896000000000004,1.000000014273741,1.000000014273741
0.00017024000000000002,1.000000014490829,1.000000014490829
0.00017152,1.0000000147095554,1.0000000147095554
0.00017280000000000003,1.0000000149299204,1.0000000149299204
0.00017408000000000001,1.0000000151519237,1.0000000151519237
0.00017536000000000003,1.0000000153755653,1.0000000153755653
0.00017664000000000002,1.0000000156008453,1.0000000156008453
0.00017792000000000003,1.0000000158277635,1.0000000158277635
0.00017920000000000002,1.0000000160563205,1.0000000160563205
0.00018048000000000003,1.0000000162865157,1.0000000162865157
0.00018176000000000002,1.0000000165183491,1.0000000165183491
0.00018304000000000004,1.0000000167518213,1.0000000167518213
0.00018432000000000002,1.0000000169869316,1.0000000169869316
0.0001856,1.0000000172236805,1.0000000172236805
0.00018688000000000003,1.0000000174620676,1.0000000174620676
0.00018816000000000001,1.0000000177020931,1.0000000177020931
0.00018944000000000003,1.0000000179437571,1.0000000179437571
0.00019072000000000002,1.0000000181870596,1.0000000181870596
0.00019200000000000003,1.0000000184320006,1.0000000184320006
0.00019328000000000002,1.0000000186785798,1.0000000186785798
0.00019456000000000003,1.0000000189267975,1.0000000189267975
0.00019584000000000002,1.0000000191766534,1.0000000191766534
0.00019712000000000004,1.0000000194281478,1.0000000194281478
0.00019840000000000002,1.0000000196812806,1.0000000196812806
0.00019968,1.0000000199360517,1.0000000199360517
0.00020096000000000003,1.0000000201924615,1.0000000201924615
0.00020224000000000002,1.0000000204505093,1.0000000204505093
0.00020352000000000003,1.0000000207101958,1.0000000207101958
0.00020480000000000002,1.0000000209715205,1.0000000209715205
0.00020608000000000003,1.000000021234484,1.000000021234484
0.00020736000000000002,1.0000000214990856,1.0000000214990856
0.00020864000000000004,1.0000000217653255,1.0000000217653255
0.00020992000000000002,1.000000022033204,1.000000022033204
0.0002112,1.0000000223027208,1.0000000223027208
0.00021248000000000003,1.0000000225738759,1.0000000225738759
0.00021376,1.0000000228466694,1.0000000228466694
0.00021504000000000003,1.0000000231211015,1.0000000231211015
0.00021632000000000002,1.000000023397172,1.000000023397172
0.00021760000000000003,1.000000023674881,1.000000023674881
0.00021888000000000005,1.0000000239542282,1.0000000239542282
0.00022016000000000006,1.0000000242352136,1.0000000242352136
0.00022144000000000005,1.0000000245178378,1.0000000245178378
0.00022272000000000004,1.0000000248021002,1.0000000248021002
0.00022400000000000005,1.000000025088001,1.000000025088001
0.00022528000000000004,1.0000000253755401,1.0000000253755401
0.00022656000000000005,1.0000000256647177,1.0000000256647177
0.00022784000000000004,1.000000025955534,1.000000025955534
0.00022912000000000006,1.0000000262479882,1.0000000262479882
0.00023040000000000004,1.000000026542081,1.000000026542081
0.00023168000000000006,1.0000000268378122,1.0000000268378122
0.00023296000000000005,1.0000000271351819,1.0000000271351819
0.00023424000000000006,1.0000000274341898,1.0000000274341898
0.00023552000000000005,1.0000000277348362,1.0000000277348362
0.00023680000000000004,1.0000000280371213,1.0000000280371213
0.00023808000000000005,1.0000000283410444,1.0000000283410444
0.00023936000000000004,1.000000028646606,1.000000028646606
0.00024064000000000005,1.000000028953806,1.000000028953806
0.00024192000000000004,1.0000000292626445,1.0000000292626445
0.00024320000000000006,1.0000000295731213,1.0000000295731213
0.00024448000000000004,1.0000000298852365,1.0000000298852365
0.00024576000000000003,1.0000000301989902,1.0000000301989902
0.0002470400000000001,1.0000000305143821,1.0000000305143821
0.00024832000000000006,1.0000000308314125,1.0000000308314125
0.00024960000000000005,1.0000000311500814,1.0000000311500814
0.00025088000000000004,1.0000000314703885,1.0000000314703885
0.00025216,1.0000000317923343,1.0000000317923343
0.00025344000000000007,1.0000000321159184,1.0000000321159184
0.00025472000000000005,1.0000000324411409,1.0000000324411409
0.00025600000000000004,1.0000000327680016,1.0000000327680016
0.00025728000000000003,1.0000000330965009,1.0000000330965009
0.00025856000000000007,1.0000000334266386,1.0000000334266386
0.00025984000000000006,1.0000000337584145,1.0000000337584145
0.00026112000000000005,1.000000034091829,1.000000034091829
0.00026240000000000004,1.0000000344268818,1.0000000344268818
0.00026368,1.000000034763573,1.000000034763573
0.00026496000000000007,1.0000000351019027,1.0000000351019027
0.00026624000000000005,1.0000000354418708,1.0000000354418708
0.00026752000000000004,1.000000035783477,1.000000035783477
0.00026880000000000003,1.0000000361267218,1.0000000361267218
0.00027008000000000007,1.000000036471605,1.000000036471605
0.00027136000000000006,1.000000036818127,1.000000036818127
0.00027264000000000005,1.000000037166287,1.000000037166287
0.00027392000000000003,1.0000000375160853,1.0000000375160853
0.0002752,1.000000037867522,1.000000037867522
0.00027648000000000006,1.0000000382205974,1.0000000382205974
0.00027776000000000005,1.000000038575311,1.000000038575311
0.00027904000000000004,1.000000038931663,1.000000038931663
0.00028032,1.0000000392896535,1.0000000392896535
0.00028160000000000007,1.0000000396492825,1.0000000396492825
0.00028288000000000006,1.0000000400105495,1.0000000400105495
0.00028416000000000004,1.0000000403734552,1.0000000403734552
0.00028544000000000003,1.0000000407379992,1.0000000407379992
0.0002867200000000001,1.0000000411041818,1.0000000411041818
0.00028800000000000006,1.0000000414720025,1.0000000414720025
0.00028928000000000005,1.0000000418414619,1.0000000418414619
0.00029056000000000004,1.0000000422125594,1.0000000422125594
0.00029184,1.0000000425852955,1.0000000425852955
0.00029312000000000007,1.00000004295967,1.00000004295967
0.00029440000000000005,1.0000000433356828,1.0000000433356828
0.00029568000000000004,1.000000043713334,1.000000043713334
0.00029696000000000003,1.0000000440926238,1.0000000440926238
0.00029824000000000007,1.0000000444735517,1.0000000444735517
0.00029952000000000006,1.0000000448561184,1.0000000448561184
0.00030080000000000005,1.000000045240323,1.000000045240323
0.00030208000000000004,1.0000000456261662,1.0000000456261662
0.00030336,1.000000046013648,1.000000046013648
0.00030464000000000006,1.000000046402768,1.000000046402768
0.00030592000000000005,1.0000000467935264,1.0000000467935264
0.00030720000000000004,1.0000000471859234,1.0000000471859234
0.00030848000000000003,1.0000000475799586,1.0000000475799586
0.00030976000000000007,1.0000000479756321,1.0000000479756321
0.00031104000000000006,1.0000000483729443,1.0000000483729443
0.00031232000000000005,1.0000000487718947,1.0000000487718947
0.00031360000000000003,1.0000000491724836,1.0000000491724836
0.0003148800000000001,1.000000049574711,1.000000049574711
0.00031616000000000006,1.0000000499785766,1.0000000499785766
0.00031744000000000005,1.0000000503840805,1.0000000503840805
0.00031872000000000004,1.000000050791223,1.000000050791223
0.00032,1.000000051200004,1.000000051200004
0.00032128000000000007,1.000000051610423,1.000000051610423
0.00032256000000000006,1.000000052022481,1.000000052022481
0.00032384000000000004,1.000000052436177,1.000000052436177
0.00032512000000000003,1.0000000528515114,1.0000000528515114
0.0003264000000000001,1.0000000532684843,1.0000000532684843
0.00032768000000000006,1.0000000536870954,1.0000000536870954
0.00032896000000000005,1.0000000541073453,1.0000000541073453
0.00033024000000000004,1.0000000545292331,1.0000000545292331
0.00033152,1.0000000549527597,1.0000000549527597
0.00033280000000000007,1.0000000553779247,1.0000000553779247
0.00033408000000000005,1.000000055804728,1.000000055804728
0.00033536000000000004,1.0000000562331695,1.0000000562331695
0.00033664000000000003,1.0000000566632496,1.0000000566632496
0.00033792000000000007,1.000000057094968,1.000000057094968
0.00033920000000000006,1.000000057528325,1.000000057528325
0.00034048000000000005,1.0000000579633204,1.0000000579633204
0.00034176000000000003,1.000000058399954,1.000000058399954
0.00034304,1.000000058838226,1.000000058838226
0.00034432000000000006,1.0000000592781364,1.0000000592781364
0.00034560000000000005,1.0000000597196854,1.0000000597196854
0.00034688000000000004,1.0000000601628727,1.0000000601628727
0.00034816000000000003,1.0000000606076984,1.0000000606076984
0.00034944000000000007,1.0000000610541624,1.0000000610541624
0.00035072000000000006,1.0000000615022648,1.0000000615022648
0.00035200000000000005,1.0000000619520057,1.0000000619520057
0.00035328000000000003,1.0000000624033851,1.0000000624033851
0.0003545600000000001,1.0000000628564027,1.0000000628564027
0.00035584000000000006,1.0000000633110588,1.0000000633110588
0.00035712000000000005,1.0000000637673532,1.0000000637673532
0.00035840000000000004,1.0000000642252862,1.0000000642252862
0.00035968,1.0000000646848575,1.0000000646848575
0.00036096000000000007,1.0000000651460672,1.0000000651460672
0.00036224000000000006,1.0000000656089152,1.0000000656089152
0.00036352000000000004,1.0000000660734019,1.0000000660734019
0.00036480000000000003,1.0000000665395266,1.0000000665395266
0.00036608000000000007,1.00000006700729,1.00000006700729
0.00036736000000000006,1.0000000674766918,1.0000000674766918
0.00036864000000000005,1.0000000679477317,1.0000000679477317
0.00036992000000000004,1.0000000684204102,1.0000000684204102
0.0003712,1.000000068894727,1.000000068894727
0.00037248000000000007,1.0000000693706825,1.0000000693706825
0.00037376000000000005,1.000000069848276,1.000000069848276
0.00037504000000000004,1.0000000703275083,1.0000000703275083
0.00037632000000000003,1.0000000708083787,1.0000000708083787
0.00037760000000000007,1.0000000712908876,1.0000000712908876
0.00037888000000000006,1.000000071775035,1.000000071775035
0.00038016000000000005,1.0000000722608207,1.0000000722608207
0.00038144000000000003,1.0000000727482448,1.0000000727482448
0.00038272,1.0000000732373073,1.0000000732373073
0.00038400000000000006,1.0000000737280081,1.0000000737280081
0.00038528000000000005,1.0000000742203474,1.0000000742203474
0.00038656000000000004,1.0000000747143252,1.0000000747143252
0.00038784000000000003,1.0000000752099412,1.0000000752099412
0.00038912000000000007,1.0000000757071958,1.0000000757071958
0.00039040000000000006,1.0000000762060888,1.0000000762060888
0.00039168000000000004,1.00000007670662,1.00000007670662
0.00039296000000000003,1.0000000772087898,1.0000000772087898
0.0003942400000000001,1.000000077712598,1.000000077712598
0.00039552000000000006,1.0000000782180445,1.0000000782180445
0.00039680000000000005,1.0000000787251293,1.0000000787251293
0.00039808000000000004,1.0000000792338526,1.0000000792338526
0.00039936,1.0000000797442143,1.0000000797442143
0.00040064000000000007,1.0000000802562146,1.0000000802562146
0.00040192000000000005,1.000000080769853,1.000000080769853
0.00040320000000000004,1.00000008128513,1.00000008128513
0.00040448000000000003,1.0000000818020454,1.0000000818020454
0.00040576000000000007,1.000000082320599,1.000000082320599
0.00040704000000000006,1.0000000828407911,1.0000000828407911
0.00040832000000000005,1.0000000833626217,1.0000000833626217
0.00040960000000000004,1.0000000838860905,1.0000000838860905
0.00041088,1.000000084411198,1.000000084411198
0.00041216000000000007,1.0000000849379436,1.0000000849379436
0.00041344000000000005,1.0000000854663278,1.0000000854663278
0.00041472000000000004,1.0000000859963503,1.0000000859963503
0.00041600000000000003,1.0000000865280112,1.0000000865280112
0.00041728000000000007,1.0000000870613106,1.0000000870613106
0.00041856000000000006,1.0000000875962485,1.0000000875962485
0.00041984000000000005,1.0000000881328244,1.0000000881328244
0.00042112000000000003,1.000000088671039,1.000000088671039
0.0004224,1.000000089210892,1.000000089210892
0.00042368000000000006,1.0000000897523833,1.0000000897523833
0.00042496000000000005,1.000000090295513,1.000000090295513
0.00042624000000000004,1.0000000908402813,1.0000000908402813
0.00042752,1.0000000913866878,1.0000000913866878
0.00042880000000000007,1.0000000919347327,1.0000000919347327
0.00043008000000000006,1.0000000924844161,1.0000000924844161
0.00043136000000000004,1.0000000930357378,1.0000000930357378
0.00043264000000000003,1.000000093588698,1.000000093588698
0.0004339200000000001,1.0000000941432965,1.0000000941432965
0.00043520000000000006,1.0000000946995333,1.0000000946995333
0.00043648000000000005,1.0000000952574088,1.0000000952574088
0.0004377600000000001,1.0000000958169226,1.0000000958169226
0.0004390400000000001,1.0000000963780746,1.0000000963780746
0.0004403200000000001,1.0000000969408653,1.0000000969408653
0.0004416000000000001,1.0000000975052943,1.0000000975052943
0.0004428800000000001,1.0000000980713617,1.0000000980713617
0.0004441600000000001,1.0000000986390674,1.0000000986390674
0.00044544000000000007,1.0000000992084115,1.0000000992084115
0.0004467200000000001,1.000000099779394,1.000000099779394
0.0004480000000000001,1.0000001003520151,1.0000001003520151
0.0004492800000000001,1.0000001009262744,1.0000001009262744
0.0004505600000000001,1.0000001015021722,1.0000001015021722
0.0004518400000000001,1.0000001020797085,1.0000001020797085
0.0004531200000000001,1.000000102658883,1.000000102658883
0.0004544000000000001,1.0000001032396961,1.0000001032396961
0.0004556800000000001,1.0000001038221475,1.0000001038221475
0.00045696000000000007,1.0000001044062372,1.0000001044062372
0.0004582400000000001,1.0000001049919653,1.0000001049919653
0.0004595200000000001,1.000000105579332,1.000000105579332
0.0004608000000000001,1.000000106168337,1.000000106168337
0.0004620800000000001,1.0000001067589803,1.0000001067589803
0.0004633600000000001,1.000000107351262,1.000000107351262
0.0004646400000000001,1.0000001079451821,1.0000001079451821
0.0004659200000000001,1.0000001085407408,1.0000001085407408
0.0004672000000000001,1.0000001091379378,1.0000001091379378
0.0004684800000000001,1.0000001097367732,1.0000001097367732
0.0004697600000000001,1.0000001103372471,1.0000001103372471
0.0004710400000000001,1.0000001109393593,1.0000001109393593
0.0004723200000000001,1.0000001115431099,1.0000001115431099
0.0004736000000000001,1.000000112148499,1.000000112148499
0.0004748800000000001,1.0000001127555262,1.0000001127555262
0.0004761600000000001,1.000000113364192,1.000000113364192
0.0004774400000000001,1.0000001139744963,1.0000001139744963
0.0004787200000000001,1.000000114586439,1.000000114586439
0.0004800000000000001,1.00000011520002,1.00000011520002
0.0004812800000000001,1.0000001158152392,1.0000001158152392
0.0004825600000000001,1.0000001164320973,1.0000001164320973
0.0004838400000000001,1.0000001170505934,1.0000001170505934
0.00048512000000000007,1.0000001176707278,1.0000001176707278
0.0004864000000000001,1.0000001182925011,1.0000001182925011
0.0004876800000000001,1.0000001189159125,1.0000001189159125
0.0004889600000000001,1.0000001195409622,1.0000001195409622
0.0004902400000000001,1.0000001201676505,1.0000001201676505
0.0004915200000000001,1.000000120795977,1.000000120795977
0.0004928,1.000000121425942,1.000000121425942
0.0004940800000000001,1.0000001220575456,1.0000001220575456
0.0004953600000000001,1.0000001226907873,1.0000001226907873
0.0004966400000000001,1.0000001233256675,1.0000001233256675
0.0004979200000000001,1.0000001239621863,1.0000001239621863
0.0004992000000000001,1.0000001246003432,1.0000001246003432
0.0005004800000000001,1.0000001252401387,1.0000001252401387
0.0005017600000000001,1.0000001258815725,1.0000001258815725
0.0005030400000000001,1.0000001265246448,1.0000001265246448
0.00050432,1.0000001271693555,1.0000001271693555
0.0005056000000000001,1.0000001278157045,1.0000001278157045
0.0005068800000000001,1.000000128463692,1.000000128463692
0.0005081600000000001,1.0000001291133178,1.0000001291133178
0.0005094400000000001,1.000000129764582,1.000000129764582
0.0005107200000000001,1.0000001304174848,1.0000001304174848
0.0005120000000000001,1.0000001310720257,1.0000001310720257
0.0005132800000000001,1.0000001317282052,1.0000001317282052
0.0005145600000000001,1.000000132386023,1.000000132386023
0.00051584,1.0000001330454793,1.0000001330454793
0.0005171200000000001,1.000000133706574,1.000000133706574
0.0005184000000000001,1.000000134369307,1.000000134369307
0.0005196800000000001,1.0000001350336787,1.0000001350336787
0.0005209600000000001,1.0000001356996884,1.0000001356996884
0.0005222400000000001,1.0000001363673368,1.0000001363673368
0.0005235200000000001,1.0000001370366234,1.0000001370366234
0.0005248000000000001,1.0000001377075485,1.0000001377075485
0.0005260800000000001,1.000000138380112,1.000000138380112
0.00052736,1.0000001390543138,1.0000001390543138
0.0005286400000000001,1.0000001397301541,1.0000001397301541
0.0005299200000000001,1.0000001404076329,1.0000001404076329
0.0005312000000000001,1.0000001410867498,1.0000001410867498
0.0005324800000000001,1.0000001417675055,1.0000001417675055
0.0005337600000000001,1.0000001424498992,1.0000001424498992
0.0005350400000000001,1.0000001431339316,1.0000001431339316
0.0005363200000000001,1.0000001438196022,1.0000001438196022
0.0005376000000000001,1.0000001445069113,1.0000001445069113
0.00053888,1.0000001451958587,1.0000001451958587
0.0005401600000000001,1.0000001458864447,1.0000001458864447
0.0005414400000000001,1.000000146578669,1.000000146578669
0.0005427200000000001,1.0000001472725317,1.0000001472725317
0.0005440000000000001,1.000000147968033,1.000000147968033
0.0005452800000000001,1.0000001486651724,1.0000001486651724
0.0005465600000000001,1.00000014936395,1.00000014936395
0.0005478400000000001,1.0000001500643665,1.0000001500643665
0.0005491200000000001,1.0000001507664213,1.0000001507664213
0.0005504,1.0000001514701145,1.0000001514701145
0.0005516800000000001,1.000000152175446,1.000000152175446
0.0005529600000000001,1.0000001528824158,1.0000001528824158
0.0005542400000000001,1.0000001535910241,1.0000001535910241
0.0005555200000000001,1.0000001543012709,1.0000001543012709
0.0005568000000000001,1.000000155013156,1.000000155013156
0.0005580800000000001,1.0000001557266796,1.0000001557266796
0.0005593600000000001,1.0000001564418415,1.0000001564418415
0.00056064,1.0000001571586419,1.0000001571586419
0.0005619200000000001,1.0000001578770805,1.0000001578770805
0.0005632000000000001,1.0000001585971576,1.0000001585971576
0.0005644800000000001,1.0000001593188732,1.0000001593188732
0.0005657600000000001,1.0000001600422272,1.0000001600422272
0.0005670400000000001,1.0000001607672195,1.0000001607672195
0.0005683200000000001,1.0000001614938503,1.0000001614938503
0.0005696000000000001,1.0000001622221195,1.0000001622221195
0.0005708800000000001,1.000000162952027,1.000000162952027
0.00057216,1.000000163683573,1.000000163683573
0.0005734400000000001,1.0000001644167573,1.0000001644167573
0.0005747200000000001,1.0000001651515802,1.0000001651515802
0.0005760000000000001,1.0000001658880413,1.0000001658880413
0.0005772800000000001,1.0000001666261409,1.0000001666261409
0.0005785600000000001,1.000000167365879,1.000000167365879
0.0005798400000000001,1.0000001681072552,1.0000001681072552
0.0005811200000000001,1.00000016885027,1.00000016885027
0.0005824000000000001,1.0000001695949232,1.0000001695949232
0.00058368,1.0000001703412147,1.0000001703412147
0.0005849600000000001,1.0000001710891446,1.0000001710891446
0.0005862400000000001,1.000000171838713,1.000000171838713
0.0005875200000000001,1.00000017258992,1.00000017258992
0.0005888000000000001,1.000000173342765,1.000000173342765
0.0005900800000000001,1.0000001740972488,1.0000001740972488
0.0005913600000000001,1.0000001748533707,1.0000001748533707
0.0005926400000000001,1.000000175611131,1.000000175611131
0.0005939200000000001,1.00000017637053,1.00000017637053
0.0005952,1.000000177131567,1.000000177131567
0.0005964800000000001,1.0000001778942427,1.0000001778942427
0.0005977600000000001,1.0000001786585566,1.0000001786585566
0.0005990400000000001,1.000000179424509,1.000000179424509
0.0006003200000000001,1.0000001801921,1.0000001801921
0.0006016000000000001,1.000000180961329,1.000000180961329
0.0006028800000000001,1.0000001817321968,1.0000001817321968
0.0006041600000000001,1.000000182504703,1.000000182504703
0.0006054400000000001,1.0000001832788472,1.0000001832788472
0.00060672,1.00000018405463,1.00000018405463
0.0006080000000000001,1.0000001848320512,1.0000001848320512
0.0006092800000000001,1.000000185611111,1.000000185611111
0.0006105600000000001,1.0000001863918089,1.0000001863918089
0.0006118400000000001,1.0000001871741453,1.0000001871741453
0.0006131200000000001,1.0000001879581202,1.0000001879581202
0.0006144000000000001,1.0000001887437333,1.0000001887437333
0.0006156800000000001,1.0000001895309851,1.0000001895309851
0.0006169600000000001,1.0000001903198752,1.0000001903198752
0.00061824,1.0000001911104035,1.0000001911104035
0.0006195200000000001,1.0000001919025705,1.0000001919025705
0.0006208000000000001,1.0000001926963757,1.0000001926963757
0.0006220800000000001,1.0000001934918195,1.0000001934918195
0.0006233600000000001,1.0000001942889014,1.0000001942889014
0.0006246400000000001,1.0000001950876218,1.0000001950876218
0.0006259200000000001,1.0000001958879807,1.0000001958879807
0.0006272000000000001,1.000000196689978,1.000000196689978
0.0006284800000000001,1.0000001974936137,1.0000001974936137
0.0006297600000000002,1.0000001982988878,1.0000001982988878
0.0006310400000000001,1.0000001991058003,1.0000001991058003
0.0006323200000000001,1.000000199914351,1.000000199914351
0.0006336000000000001,1.0000002007245403,1.0000002007245403
0.0006348800000000001,1.000000201536368,1.000000201536368
0.0006361600000000001,1.0000002023498342,1.0000002023498342
0.0006374400000000001,1.0000002031649387,1.0000002031649387
0.0006387200000000001,1.0000002039816815,1.0000002039816815
0.00064,1.000000204800063,1.000000204800063
